,gender,disability,age_band,SES,highest_education,studied_credits,code_module,final_result
8936,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
8938,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
8939,F,N,0-35,low,HE Qualification,0-59,CCC,Pass
8941,M,N,0-35,low,Lower Than A Level,0-59,CCC,Pass
8943,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
8946,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
8948,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Fail
8949,F,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
8951,M,N,0-35,high,A Level or Equivalent,0-59,CCC,Pass
8952,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
8953,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
8955,F,N,35-55,low,Lower Than A Level,More than 65,CCC,Pass
8963,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
8964,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
8969,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
8970,M,N,35-55,low,A Level or Equivalent,0-59,CCC,Fail
8972,F,N,35-55,low,A Level or Equivalent,0-59,CCC,Pass
8973,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
8974,M,N,35-55,low,A Level or Equivalent,More than 65,CCC,Fail
8977,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
8979,F,N,0-35,high,Lower Than A Level,More than 65,CCC,Pass
8981,M,N,0-35,high,A Level or Equivalent,0-59,CCC,Fail
8985,F,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
8986,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
8987,M,N,35-55,high,Lower Than A Level,60-65,CCC,Pass
8988,M,Y,0-35,low,A Level or Equivalent,60-65,CCC,Fail
8992,M,N,0-35,low,Lower Than A Level,0-59,CCC,Fail
8993,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
8996,M,N,35-55,low,HE Qualification,0-59,CCC,Fail
8998,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9000,F,N,35-55,high,HE Qualification,0-59,CCC,Pass
9001,M,N,35-55,high,HE Qualification,0-59,CCC,Pass
9002,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9004,F,N,0-35,high,A Level or Equivalent,0-59,CCC,Pass
9006,M,Y,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9007,M,N,35-55,low,HE Qualification,60-65,CCC,Fail
9009,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9011,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9013,M,Y,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9015,F,N,0-35,high,HE Qualification,More than 65,CCC,Fail
9017,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9019,M,N,35-55,high,A Level or Equivalent,More than 65,CCC,Pass
9020,M,N,35-55,low,HE Qualification,0-59,CCC,Pass
9021,F,Y,0-35,low,HE Qualification,60-65,CCC,Pass
9023,M,N,35-55,low,A Level or Equivalent,0-59,CCC,Pass
9024,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9026,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9029,F,Y,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9030,F,Y,0-35,high,HE Qualification,60-65,CCC,Fail
9031,M,N,35-55,high,Lower Than A Level,0-59,CCC,Fail
9035,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9036,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9039,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9040,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9042,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9045,M,N,35-55,high,Post Graduate Qualification,More than 65,CCC,Pass
9051,M,N,0-35,high,A Level or Equivalent,0-59,CCC,Fail
9056,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9057,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9058,M,N,0-35,high,Post Graduate Qualification,60-65,CCC,Pass
9059,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9061,F,N,0-35,low,HE Qualification,0-59,CCC,Fail
9065,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9067,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9069,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9070,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9072,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9074,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9075,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9078,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9082,M,N,35-55,low,Lower Than A Level,0-59,CCC,Pass
9083,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9084,M,N,0-35,low,HE Qualification,60-65,CCC,Pass
9087,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9088,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9090,F,Y,35-55,high,Lower Than A Level,0-59,CCC,Fail
9094,F,N,35-55,high,HE Qualification,More than 65,CCC,Pass
9095,F,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9097,M,N,35-55,high,Lower Than A Level,60-65,CCC,Fail
9098,F,N,0-35,high,A Level or Equivalent,0-59,CCC,Pass
9100,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9101,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9103,M,N,35-55,low,A Level or Equivalent,More than 65,CCC,Fail
9105,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9109,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9110,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9112,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9113,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9116,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9120,F,N,0-35,low,No Formal quals,60-65,CCC,Pass
9122,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9123,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9125,F,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9126,M,N,0-35,low,Lower Than A Level,0-59,CCC,Fail
9131,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Fail
9134,M,N,35-55,high,Lower Than A Level,60-65,CCC,Pass
9135,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9136,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Pass
9137,M,Y,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9139,M,Y,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9140,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9145,M,Y,0-35,high,Lower Than A Level,60-65,CCC,Fail
9146,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9149,M,Y,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9153,F,Y,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9154,F,Y,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9155,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9159,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9160,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9162,M,N,0-35,low,HE Qualification,0-59,CCC,Fail
9164,M,Y,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9166,M,N,35-55,low,A Level or Equivalent,0-59,CCC,Fail
9168,M,N,0-35,low,HE Qualification,0-59,CCC,Fail
9169,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9170,M,N,35-55,low,A Level or Equivalent,0-59,CCC,Pass
9172,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9173,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9174,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9176,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9181,M,N,0-35,low,HE Qualification,60-65,CCC,Pass
9184,F,Y,0-35,low,Lower Than A Level,0-59,CCC,Pass
9186,M,N,35-55,high,Post Graduate Qualification,60-65,CCC,Pass
9188,M,N,0-35,high,HE Qualification,60-65,CCC,Pass
9193,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9194,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9196,F,N,35-55,high,Lower Than A Level,More than 65,CCC,Pass
9197,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9202,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9203,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9204,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9205,M,N,35-55,high,Post Graduate Qualification,0-59,CCC,Pass
9207,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9212,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Fail
9213,F,Y,35-55,high,HE Qualification,More than 65,CCC,Fail
9214,M,Y,0-35,low,Lower Than A Level,60-65,CCC,Pass
9216,M,N,35-55,low,A Level or Equivalent,0-59,CCC,Fail
9217,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Fail
9218,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9220,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9221,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9222,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9224,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9226,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9228,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9229,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9230,F,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9231,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9233,F,N,0-35,high,A Level or Equivalent,0-59,CCC,Pass
9234,M,N,35-55,high,Lower Than A Level,60-65,CCC,Fail
9235,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9236,M,Y,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9237,M,N,35-55,high,A Level or Equivalent,More than 65,CCC,Fail
9239,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9240,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9241,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9243,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9244,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9248,M,N,0-35,high,A Level or Equivalent,0-59,CCC,Fail
9249,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9250,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9251,F,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9252,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9253,M,Y,0-35,high,Lower Than A Level,60-65,CCC,Fail
9254,F,N,35-55,high,HE Qualification,60-65,CCC,Pass
9259,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9260,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9261,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9262,F,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9263,M,N,0-35,high,A Level or Equivalent,0-59,CCC,Pass
9265,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9266,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9268,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9269,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9271,M,N,0-35,high,HE Qualification,60-65,CCC,Fail
9273,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9277,M,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9281,M,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9283,M,N,35-55,high,HE Qualification,0-59,CCC,Pass
9285,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9287,M,N,35-55,low,HE Qualification,0-59,CCC,Pass
9288,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9289,M,N,0-35,low,HE Qualification,60-65,CCC,Fail
9293,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9295,M,N,0-35,high,Lower Than A Level,0-59,CCC,Fail
9296,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Fail
9297,M,N,35-55,high,HE Qualification,More than 65,CCC,Pass
9298,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9299,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9301,M,N,35-55,high,A Level or Equivalent,More than 65,CCC,Pass
9302,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9303,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9306,F,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9311,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9312,F,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9314,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9316,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9319,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9320,M,Y,0-35,low,Lower Than A Level,More than 65,CCC,Pass
9322,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9325,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9326,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9327,M,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9329,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9331,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9332,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9334,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9335,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9336,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9337,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9342,M,N,35-55,high,HE Qualification,0-59,CCC,Pass
9344,F,N,0-35,low,No Formal quals,More than 65,CCC,Fail
9349,M,N,35-55,high,Lower Than A Level,More than 65,CCC,Fail
9351,M,N,0-35,low,HE Qualification,60-65,CCC,Pass
9352,M,N,35-55,high,HE Qualification,0-59,CCC,Pass
9353,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9354,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9355,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9359,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9360,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9361,M,N,35-55,low,A Level or Equivalent,More than 65,CCC,Fail
9365,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9367,F,N,35-55,high,Lower Than A Level,More than 65,CCC,Pass
9368,M,N,55<=,high,A Level or Equivalent,60-65,CCC,Pass
9370,M,N,35-55,high,A Level or Equivalent,0-59,CCC,Fail
9371,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9372,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9375,F,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9378,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Pass
9379,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9380,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9381,F,N,35-55,low,HE Qualification,More than 65,CCC,Pass
9384,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9386,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9389,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Pass
9391,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9392,F,Y,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9393,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9395,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9396,F,N,0-35,low,Lower Than A Level,60-65,CCC,Pass
9404,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9405,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Fail
9407,F,N,35-55,high,A Level or Equivalent,0-59,CCC,Pass
9409,M,N,0-35,high,Lower Than A Level,0-59,CCC,Fail
9413,M,N,35-55,high,Post Graduate Qualification,60-65,CCC,Fail
9414,F,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9416,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9417,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9419,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9422,M,N,0-35,high,Lower Than A Level,0-59,CCC,Pass
9423,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9425,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9426,M,Y,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9427,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9428,M,Y,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9430,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Fail
9431,M,N,35-55,high,Post Graduate Qualification,60-65,CCC,Pass
9432,M,N,35-55,low,HE Qualification,60-65,CCC,Pass
9433,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9435,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9437,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9438,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9440,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9441,M,Y,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9448,M,N,0-35,low,HE Qualification,0-59,CCC,Pass
9449,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9451,F,N,35-55,low,A Level or Equivalent,More than 65,CCC,Fail
9452,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9453,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9455,M,N,35-55,low,Lower Than A Level,60-65,CCC,Pass
9457,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9458,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9460,F,N,35-55,high,HE Qualification,60-65,CCC,Fail
9461,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9462,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9463,M,Y,0-35,high,A Level or Equivalent,0-59,CCC,Pass
9464,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Fail
9465,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9470,F,N,0-35,low,No Formal quals,60-65,CCC,Pass
9473,F,Y,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9474,F,N,35-55,low,Lower Than A Level,60-65,CCC,Pass
9477,M,Y,35-55,high,HE Qualification,0-59,CCC,Pass
9482,F,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9483,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Fail
9487,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Pass
9491,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9492,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9493,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Fail
9494,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9495,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9496,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9497,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9502,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9503,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Pass
9505,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9508,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9510,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Fail
9511,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9512,M,N,35-55,low,A Level or Equivalent,More than 65,CCC,Fail
9514,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9515,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9517,F,Y,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9526,M,N,35-55,low,Lower Than A Level,60-65,CCC,Pass
9528,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9529,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9530,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9531,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9532,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9533,F,N,35-55,low,A Level or Equivalent,More than 65,CCC,Pass
9534,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9535,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9536,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9537,M,N,35-55,high,HE Qualification,More than 65,CCC,Pass
9538,F,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9539,M,N,0-35,high,Lower Than A Level,60-65,CCC,Fail
9540,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9541,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9542,M,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9544,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9549,F,N,35-55,low,A Level or Equivalent,More than 65,CCC,Pass
9550,F,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9552,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9554,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9555,M,N,35-55,low,Lower Than A Level,More than 65,CCC,Pass
9556,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9559,M,N,0-35,low,HE Qualification,60-65,CCC,Pass
9561,M,Y,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9568,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9571,F,N,35-55,high,HE Qualification,More than 65,CCC,Pass
9572,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9575,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9576,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9579,M,N,35-55,low,Lower Than A Level,More than 65,CCC,Pass
9580,M,N,0-35,low,HE Qualification,More than 65,CCC,Pass
9581,M,N,0-35,high,HE Qualification,60-65,CCC,Pass
9583,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9584,F,N,0-35,high,HE Qualification,60-65,CCC,Pass
9586,M,N,0-35,low,A Level or Equivalent,0-59,CCC,Pass
9588,M,N,0-35,high,HE Qualification,60-65,CCC,Pass
9594,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9597,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9601,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9602,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9603,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9605,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9608,M,Y,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9609,F,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9611,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9612,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9614,F,Y,0-35,high,Lower Than A Level,60-65,CCC,Fail
9615,M,Y,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9623,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Fail
9625,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Pass
9627,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9628,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9632,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Fail
9633,M,N,35-55,high,A Level or Equivalent,More than 65,CCC,Pass
9634,M,N,35-55,high,Lower Than A Level,60-65,CCC,Fail
9635,M,N,0-35,high,Lower Than A Level,More than 65,CCC,Pass
9638,M,N,0-35,low,HE Qualification,0-59,CCC,Pass
9639,M,N,0-35,high,HE Qualification,60-65,CCC,Pass
9640,F,Y,0-35,low,HE Qualification,0-59,CCC,Fail
9641,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9643,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9645,M,N,0-35,high,HE Qualification,60-65,CCC,Fail
9646,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9651,F,N,0-35,low,Lower Than A Level,More than 65,CCC,Pass
9653,F,Y,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9656,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9660,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Fail
9661,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9663,F,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9666,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9667,M,N,0-35,high,HE Qualification,60-65,CCC,Pass
9673,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9674,M,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
9677,M,N,0-35,high,Lower Than A Level,60-65,CCC,Pass
9686,M,N,0-35,high,HE Qualification,0-59,CCC,Pass
9687,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9688,M,N,0-35,low,HE Qualification,More than 65,CCC,Fail
9691,M,N,35-55,low,HE Qualification,60-65,CCC,Pass
9692,M,N,35-55,high,HE Qualification,60-65,CCC,Pass
9694,M,N,0-35,low,A Level or Equivalent,More than 65,CCC,Pass
9695,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Fail
9696,M,N,0-35,low,A Level or Equivalent,60-65,CCC,Pass
9697,M,N,0-35,low,Lower Than A Level,60-65,CCC,Fail
9698,M,N,35-55,high,HE Qualification,More than 65,CCC,Pass
9699,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9700,M,N,0-35,high,A Level or Equivalent,60-65,CCC,Pass
9701,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9704,M,N,35-55,low,A Level or Equivalent,60-65,CCC,Pass
9705,M,Y,0-35,high,Lower Than A Level,60-65,CCC,Fail
9707,M,N,0-35,low,HE Qualification,60-65,CCC,Fail
9711,M,N,0-35,low,Lower Than A Level,More than 65,CCC,Fail
9712,M,Y,0-35,high,A Level or Equivalent,More than 65,CCC,Pass
9713,M,N,0-35,high,HE Qualification,More than 65,CCC,Pass
9714,M,N,35-55,high,A Level or Equivalent,60-65,CCC,Pass
9715,F,N,0-35,high,A Level or Equivalent,More than 65,CCC,Fail
